State,clinton,sanders,cruz,rubio,trump
retweets/other,0.128205128205,0.0535714285714,0.181818181818,0.1,0.7
primaries,0.132075471698,0.15873015873,0.209302325581,0.107142857143,0.433734939759
health care/education,0.132075471698,0.0661157024793,0.146341463415,0.0952380952381,0.294117647059
media/self-promo,0.025,0.130434782609,0.163043478261,0.203703703704,0.397993311037
econ/foreign policy,0.125748502994,0.0611111111111,0.0444444444444,0.0857142857143,0.380281690141
