State,clinton,sanders,cruz,rubio,trump
retweets/other,0.153846153846,0.148936170213,0.117647058824,0.307692307692,0.333333333333
primaries,0.153846153846,0.191011235955,0.205263157895,0.191489361702,0.387096774194
health care/education,0.103448275862,0.0731707317073,0.0967741935484,,0.384615384615
media/self-promo,0.0952380952381,0.0679611650485,0.0763358778626,0.26,0.327586206897
econ/foreign policy,0.0983606557377,0.0430622009569,0.0769230769231,0.05,0.294117647059
