State,clinton,sanders,cruz,rubio,trump
retweets/other,0.0586134615385,0.0131085106383,0.0984735294118,0.247853846154,0.329027777778
primaries,0.158719230769,0.109768539326,0.214638421053,0.37525212766,0.498333870968
health care/education,0.157074137931,0.069893495935,0.0665935483871,0.04725,0.0585846153846
media/self-promotion,0.153380952381,0.0435155339806,0.127872519084,0.187072,0.153791666667
econ/foreign policy,0.0459483606557,0.0266540669856,-0.0330923076923,-0.0624875,-0.102354411765
