State,clinton,sanders,cruz,rubio,trump
retweets/other,0.0792079207921,0.135593220339,0.159090909091,0.114285714286,0.285714285714
primaries,0.197368421053,0.167938931298,0.20177383592,0.136054421769,0.405405405405
health care/education,0.0777777777778,0.0467289719626,0.264705882353,0.115384615385,0.225806451613
media/self-promo,0.101694915254,0.1,0.126903553299,0.134020618557,0.209401709402
econ/foreign policy,0.0507246376812,0.0380228136882,0.0947368421053,0.0816326530612,0.264705882353
